demand_id,buyer_id,crop,variety,required_quantity_tons,maximum_price_per_quintal,description,demand_date,required_by_date,cluster,district,taluka,village
D1598,B3857,Sugarcane,Not Specified,382.98,457.72,Need consistent Sugarcane supply for ongoing operations.,2026-08-07,2026-11-22,Western Maharashtra (Desh),Ahilyanagar (Ahmednagar),Nevasa,Nevasa Kh. (Rural)
D1599,B4470,Bajra,Not Specified,10.79,2100.24,Sourcing Bajra for export-quality grading and packaging.,2026-05-22,2026-09-18,Marathwada,Beed,Ashti,Murshadpur
D1600,B1450,Soybean,Not Specified,16.47,5781.97,Bulk Soybean requirement for processing.,2026-05-07,2026-08-21,Marathwada,Hingoli,Basmath,Girgaon
D1601,B0511,Linseed,Sharda,22.97,7651.4,Looking to procure Linseed for institutional buyers.,2026-07-23,2026-08-19,Vidarbha,Gondia,Sadak-Arjuni,Saundal
D1602,B2726,Udid,Not Specified,65.38,7461.27,Sourcing Udid for export-quality grading and packaging.,2026-05-24,2026-09-01,Konkan,Palghar,Jawhar,Kharonda
D1603,B3001,Chickoo,Kalipatti,16.72,3496.58,Looking for fresh Chickoo for wholesale procurement.,2026-05-09,2026-06-20,Konkan,Thane,Kalyan,Antarli
D1604,B1209,Vari,Not Specified,14.79,4135.75,Sourcing Vari in bulk for our processing unit.,2026-07-22,2026-11-12,Western Maharashtra (Desh),Kolhapur,Shahuwadi,Sarud
D1605,B4141,Groundnut,JL-24,28.68,7566.48,Bulk Groundnut requirement for processing.,2026-06-18,2026-09-23,Western Maharashtra (Desh),Kolhapur,Hatkanangale,Rukadi
D1606,B0706,Bajra,Not Specified,38.18,2328.66,Bulk Bajra requirement for processing.,2026-05-26,2026-07-01,Western Maharashtra (Desh),Pune,Junnar,Agar
D1607,B1521,Vari,Konkan local Vari landrace,62.2,4845.07,"Procurement need for good quality Vari, open to multiple sellers.",2026-07-25,2026-10-16,Western Maharashtra (Desh),Kolhapur,Shahuwadi,Bhedasgaon
D1608,B0666,Sugarcane,Not Specified,539.44,390.41,Looking to procure Sugarcane for institutional buyers.,2026-07-26,2026-09-13,Western Maharashtra (Desh),Kolhapur,Kagal,Siddhanerli
D1609,B1088,Turmeric,Rajapuri,23.01,10945.09,Seeking regular Turmeric supply from nearby farmers.,2026-07-17,2026-08-22,Western Maharashtra (Desh),Sangli,Kadegaon,Asad
D1610,B1852,Udid,Not Specified,26.88,7091.09,Sourcing Udid in bulk for our processing unit.,2026-06-06,2026-08-26,Konkan,Thane,Kalyan,Antarli
D1611,B2168,Linseed,Parbhani Alsi,39.98,6393.11,Looking to procure Linseed for institutional buyers.,2026-07-12,2026-10-25,Vidarbha,Gadchiroli,Sironcha,Ankisa Mal
D1612,B1397,Banana,Shrimanti,15.76,3514.53,"Procurement need for good quality Banana, open to multiple sellers.",2026-08-26,2026-10-02,Khandesh,Jalgaon,Bhusawal,Achegaon
D1613,B2842,Soybean,Not Specified,51.26,5357.01,Requirement raised for Soybean to meet upcoming production schedule.,2026-08-01,2026-10-29,Khandesh,Nashik,Nandgaon,Hiranwadi
D1614,B4519,Rice,Not Specified,78.11,3437.94,"Procurement need for good quality Rice, open to multiple sellers.",2026-06-06,2026-08-29,Konkan,Ratnagiri,Lanja,Nivasar
D1615,B2137,Mango (Alphonso),Alphonso (Hapus),21.08,21446.41,Need consistent Mango (Alphonso) supply for ongoing operations.,2026-05-20,2026-06-19,Konkan,Raigad,Mangaon,Alsunde
D1616,B3050,Areca Nut,Not Specified,26.05,56380.11,Requirement raised for Areca Nut to meet upcoming production schedule.,2026-08-02,2026-09-03,Konkan,Ratnagiri,Ratnagiri,Bhandarwada
D1617,B0065,Tur,Phule Rajeshwari,29.83,7752.88,Bulk Tur requirement for processing.,2026-05-27,2026-08-05,Vidarbha,Akola,Patur,Sasti
D1618,B2510,Areca Nut,Mangala,29.15,44027.18,"Standing requirement for Areca Nut, quantity flexible based on quality.",2026-07-03,2026-08-09,Konkan,Ratnagiri,Ratnagiri,Bhandarwada
D1619,B3272,Gram,JAKI-9218,25.13,5546.11,Requirement raised for Gram to meet upcoming production schedule.,2026-07-07,2026-09-21,Marathwada,Latur,Ahmedpur,Kingaon
D1620,B2460,Coconut,Dwarf Green,29.04,6104.29,Inviting offers for Coconut from farmers in the region.,2026-05-15,2026-06-21,Konkan,Sindhudurg,Kudal,Kasal
D1621,B2207,Vari,Not Specified,36.79,3283.66,Inviting offers for Vari from farmers in the region.,2026-05-24,2026-07-26,Konkan,Raigad,Poladpur,Adavale Bk.
D1622,B4294,Field Beans,Konkan Val landrace,8.89,3642.31,Looking for fresh Field Beans for wholesale procurement.,2026-08-25,2026-09-23,Konkan,Raigad,Poladpur,Adavale Bk.
D1623,B1159,Turmeric,Not Specified,16.2,10817.26,Looking for fresh Turmeric for wholesale procurement.,2026-07-28,2026-08-19,Western Maharashtra (Desh),Sangli,Miraj,Bamnoli
D1624,B1410,Vari,Konkan local Vari landrace,21.78,4986.85,Buyer looking to purchase Vari directly from farmers.,2026-05-12,2026-07-07,Konkan,Palghar,Dahanu,Bordi
D1625,B1263,Turmeric,Not Specified,26.86,12926.36,Need consistent Turmeric supply for ongoing operations.,2026-05-23,2026-06-08,Western Maharashtra (Desh),Sangli,Atpadi,Ambewadi
D1626,B3857,Sugarcane,CoM 0265,416.46,613.57,Looking to procure Sugarcane for institutional buyers.,2026-06-23,2026-09-15,Western Maharashtra (Desh),Ahilyanagar (Ahmednagar),Nevasa,Nevasa Kh. (Rural)
D1627,B1989,Maize,Not Specified,14.63,1891.71,Seeking regular Maize supply from nearby farmers.,2026-06-26,2026-08-31,Khandesh,Jalgaon,Muktainagar,Anjangaon
D1628,B2320,Bajra,Not Specified,55.43,3134.23,Buyer looking to purchase Bajra directly from farmers.,2026-07-13,2026-09-20,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Khuldabad,Kasabkheda
D1629,B4001,Sunflower,Not Specified,76.81,5155.41,"Standing requirement for Sunflower, quantity flexible based on quality.",2026-05-26,2026-07-20,Vidarbha,Buldhana,Motala,Rohinkhed
D1630,B3024,Mango (Alphonso),Alphonso (Hapus),24.13,24304.94,Bulk Mango (Alphonso) requirement for processing.,2026-07-26,2026-08-13,Konkan,Ratnagiri,Khed,Tulashi Bk.
D1631,B4096,Tur,BSMR-736,27.72,5845.77,Buyer looking to purchase Tur directly from farmers.,2026-07-27,2026-10-14,Vidarbha,Wardha,Seloo,Ghorad
D1632,B1235,Coconut,T x D hybrid,26.18,4545.57,Sourcing Coconut in bulk for our processing unit.,2026-08-25,2026-09-30,Konkan,Sindhudurg,Kudal,Kasal
D1633,B1471,Jowar,Phule Yashoda,64.25,4395.97,Bulk Jowar requirement for processing.,2026-06-18,2026-10-14,Vidarbha,Gadchiroli,Mulchera,Lagam
D1634,B0831,Chickoo,Not Specified,16.36,3841.35,Seeking regular Chickoo supply from nearby farmers.,2026-06-15,2026-07-27,Konkan,Palghar,Vada,Ambiste Kh.
D1635,B3146,Sugarcane,Not Specified,70.74,518.04,Looking to procure Sugarcane for institutional buyers.,2026-06-26,2026-07-27,Western Maharashtra (Desh),Pune,Pune City,Keshavnagar-Mundwa
D1636,B2482,Mango (Alphonso),Alphonso (Hapus),23.91,25507.75,Need consistent Mango (Alphonso) supply for ongoing operations.,2026-07-09,2026-08-18,Konkan,Sindhudurg,Kankavli,Bandargaon
D1637,B2745,Areca Nut,Not Specified,36.43,35279.92,Seeking regular Areca Nut supply from nearby farmers.,2026-08-26,2026-10-09,Konkan,Sindhudurg,Sawantwadi,Madkhol
D1638,B3142,Coconut,Not Specified,6.8,2788.48,Sourcing Coconut for export-quality grading and packaging.,2026-07-20,2026-08-11,Konkan,Sindhudurg,Vaibhavwadi,Lore
D1639,B4219,Rice,Not Specified,72.47,4310.42,Looking for fresh Rice for wholesale procurement.,2026-07-04,2026-08-03,Konkan,Palghar,Talasari,Vasa
D1640,B0996,Mango (Alphonso),Not Specified,19.23,7670.95,"Standing requirement for Mango (Alphonso), quantity flexible based on quality.",2026-07-31,2026-08-26,Konkan,Raigad,Poladpur,Agryachakond
D1641,B3488,Turmeric,Rajapuri,24.69,9385.61,Sourcing Turmeric in bulk for our processing unit.,2026-05-26,2026-06-27,Western Maharashtra (Desh),Sangli,Tasgaon,Alate
D1642,B3417,Sugarcane,Co 94012,214.67,290.02,Bulk Sugarcane requirement for processing.,2026-06-20,2026-07-19,Western Maharashtra (Desh),Kolhapur,Kagal,Boravade
D1643,B4353,Groundnut,Not Specified,24.6,5857.32,Bulk Groundnut requirement for processing.,2026-05-18,2026-06-30,Khandesh,Dhule,Dhule,Kusumbe
D1644,B4043,Chickoo,Kalipatti,14.54,2977.2,"Standing requirement for Chickoo, quantity flexible based on quality.",2026-06-04,2026-07-17,Konkan,Thane,Murbad,Dhasai
D1645,B4662,Tur,BDN-711,29.3,5658.29,"Standing requirement for Tur, quantity flexible based on quality.",2026-08-26,2026-12-10,Khandesh,Nandurbar,Akkalkuwa,Molgi
D1646,B0829,Coconut,Banawali,15.19,5124.56,Sourcing Coconut in bulk for our processing unit.,2026-06-29,2026-07-10,Konkan,Sindhudurg,Kankavli,Bandargaon
D1647,B1507,Gram,Not Specified,25.41,6178.13,Bulk Gram requirement for processing.,2026-08-15,2026-11-03,Marathwada,Latur,Ausa,Ujani
D1648,B0954,Udid,Not Specified,46.83,9603.12,"Standing requirement for Udid, quantity flexible based on quality.",2026-07-11,2026-09-05,Konkan,Thane,Shahapur,Shirol
D1649,B0401,Chickoo,Kalipatti,10.55,4159.79,Sourcing Chickoo in bulk for our processing unit.,2026-08-06,2026-08-27,Konkan,Thane,Bhiwandi,Anjur
D1650,B2268,Sunflower,KBSH-1,51.26,7935.99,Looking to procure Sunflower for institutional buyers.,2026-06-10,2026-07-05,Vidarbha,Buldhana,Malkapur,Umali
D1651,B3336,Coconut,T x D hybrid,25.59,3781.89,Need consistent Coconut supply for ongoing operations.,2026-07-21,2026-08-20,Konkan,Sindhudurg,Malwan,Devli
D1652,B0796,Wheat,Lokwan,52.28,2348.13,"Standing requirement for Wheat, quantity flexible based on quality.",2026-06-10,2026-10-04,Western Maharashtra (Desh),Pune,Shirur,Ambale
D1653,B3774,Cotton,Not Specified,48.6,8497.65,Buyer looking to purchase Cotton directly from farmers.,2026-07-06,2026-10-10,Western Maharashtra (Desh),Ahilyanagar (Ahmednagar),Nagar,Agadgaon
D1654,B0103,Cashew,Vengurla-7,15.37,18222.04,Need consistent Cashew supply for ongoing operations.,2026-08-17,2026-09-27,Konkan,Sindhudurg,Vengurla,Karli
D1655,B1726,Tur,BSMR-736,51.58,6405.3,Looking for fresh Tur for wholesale procurement.,2026-07-28,2026-11-03,Vidarbha,Akola,Murtajapur,Mana
D1656,B0644,Chickoo,Not Specified,21.17,2697.97,"Procurement need for good quality Chickoo, open to multiple sellers.",2026-08-07,2026-09-19,Konkan,Palghar,Talasari,Upalat
D1657,B3025,Soybean,JS 9560,36.69,5937.2,Seeking regular Soybean supply from nearby farmers.,2026-07-24,2026-09-08,Marathwada,Parbhani,Purna,Yerndeshwar
D1658,B2881,Mango (Alphonso),Not Specified,17.76,24619.21,Sourcing Mango (Alphonso) in bulk for our processing unit.,2026-07-16,2026-08-26,Konkan,Raigad,Karjat,Khandape
D1659,B1923,Maize,Pratap Hybrid-1,16.96,2393.86,Bulk Maize requirement for processing.,2026-05-13,2026-07-04,Khandesh,Nandurbar,Nandurbar,Akrale
D1660,B1732,Groundnut,Not Specified,45.59,6196.55,Seeking regular Groundnut supply from nearby farmers.,2026-08-08,2026-12-05,Western Maharashtra (Desh),Solapur,Solapur South,Aherwadi
D1661,B3286,Sunflower,Not Specified,33.61,5756.52,"Standing requirement for Sunflower, quantity flexible based on quality.",2026-06-09,2026-08-19,Vidarbha,Buldhana,Malkapur,Datala
D1662,B0866,Cotton,Not Specified,51.91,9295.34,Looking to procure Cotton for institutional buyers.,2026-06-15,2026-09-16,Western Maharashtra (Desh),Ahilyanagar (Ahmednagar),Parner,Dhavalpuri
D1663,B4363,Groundnut,TAG-24,40.65,7219.83,Need consistent Groundnut supply for ongoing operations.,2026-05-22,2026-07-08,Western Maharashtra (Desh),Sangli,Jat,Asangi Jat
D1664,B3278,Areca Nut,Sumangala,29.52,49830.83,Looking to procure Areca Nut for institutional buyers.,2026-08-21,2026-09-24,Konkan,Sindhudurg,Devgad,Jamsande
D1665,B4753,Soybean,Not Specified,69.72,5751.85,Looking to procure Soybean for institutional buyers.,2026-05-03,2026-06-25,Marathwada,Dharashiv (Osmanabad),Lohara,Sastur
D1666,B1136,Coconut,Not Specified,20.58,3061.3,"Standing requirement for Coconut, quantity flexible based on quality.",2026-08-05,2026-08-16,Konkan,Sindhudurg,Malwan,Devli
D1667,B2663,Linseed,Not Specified,16.69,7084.15,Looking to procure Linseed for institutional buyers.,2026-05-12,2026-07-23,Vidarbha,Gadchiroli,Kurkheda,Malewada
D1668,B0187,Rice,Not Specified,85.66,4787.41,Inviting offers for Rice from farmers in the region.,2026-07-10,2026-08-28,Vidarbha,Nagpur,Savner,Bhanegaon
D1669,B1323,Ragi,Phule Nachani,31.55,3074.58,Sourcing Ragi for export-quality grading and packaging.,2026-08-22,2026-10-27,Konkan,Raigad,Sudhagad-Pali,Kumbharghar
D1670,B1087,Chickoo,Cricket Ball,10.3,2985.0,"Procurement need for good quality Chickoo, open to multiple sellers.",2026-07-31,2026-09-07,Konkan,Palghar,Palghar,Chahade
D1671,B1982,Vari,Not Specified,76.51,4252.45,Bulk Vari requirement for processing.,2026-08-12,2026-10-18,Konkan,Thane,Murbad,Dhasai
D1672,B1305,Udid,BDU-1,9.09,6564.18,Looking to procure Udid for institutional buyers.,2026-06-27,2026-09-26,Konkan,Palghar,Vikramgad,Dadade
D1673,B3852,Field Beans,Not Specified,6.84,3862.35,Sourcing Field Beans in bulk for our processing unit.,2026-08-19,2026-10-02,Konkan,Raigad,Panvel,Barwai
D1674,B0992,Rice,Not Specified,62.27,5590.1,Sourcing Rice for export-quality grading and packaging.,2026-05-02,2026-07-27,Khandesh,Nashik,Niphad,Pimpri
D1675,B0490,Sugarcane,CoM 0265,481.62,544.35,Looking for fresh Sugarcane for wholesale procurement.,2026-06-21,2026-10-15,Western Maharashtra (Desh),Kolhapur,Bhudargad,Gargoti
D1676,B4191,Ragi,Not Specified,17.89,4147.86,Bulk Ragi requirement for processing.,2026-05-21,2026-07-18,Konkan,Thane,Murbad,Dhasai
D1677,B4750,Banana,Not Specified,7.38,2080.57,Buyer looking to purchase Banana directly from farmers.,2026-07-28,2026-08-16,Khandesh,Jalgaon,Raver,Ainpur
D1678,B1992,Field Beans,Not Specified,11.64,3023.64,Looking to procure Field Beans for institutional buyers.,2026-08-01,2026-09-09,Konkan,Raigad,Karjat,Khandape
D1679,B4027,Turmeric,Not Specified,24.41,12605.18,Sourcing Turmeric for export-quality grading and packaging.,2026-07-02,2026-08-09,Western Maharashtra (Desh),Sangli,Walwa,Ahirwadi
D1680,B2113,Rice,Not Specified,61.2,5044.22,Seeking regular Rice supply from nearby farmers.,2026-07-12,2026-08-09,Western Maharashtra (Desh),Kolhapur,Bhudargad,Gargoti
D1681,B1811,Cotton,Not Specified,44.07,9506.78,Sourcing Cotton in bulk for our processing unit.,2026-08-24,2026-10-08,Marathwada,Nanded,Ardhapur,Lahan
D1682,B4651,Vari,Not Specified,41.96,4128.48,Sourcing Vari in bulk for our processing unit.,2026-05-22,2026-09-12,Konkan,Raigad,Mangaon,Alsunde
D1683,B1054,Linseed,Parbhani Alsi,55.83,6164.4,"Procurement need for good quality Linseed, open to multiple sellers.",2026-05-03,2026-06-24,Vidarbha,Gondia,Arjuni-Morgaon,Arjuni
D1684,B4778,Turmeric,Selam,3.89,12824.44,Inviting offers for Turmeric from farmers in the region.,2026-08-06,2026-09-18,Western Maharashtra (Desh),Sangli,Tasgaon,Anjani
D1685,B3325,Vari,Konkan local Vari landrace,76.48,4547.48,"Standing requirement for Vari, quantity flexible based on quality.",2026-08-17,2026-10-21,Konkan,Raigad,Mahad,Gherakilla Raigad (Raigadwadi)
D1686,B4288,Groundnut,TAG-24,50.65,8679.19,Need consistent Groundnut supply for ongoing operations.,2026-05-25,2026-08-06,Western Maharashtra (Desh),Pune,Velhe,Ambed
D1687,B0117,Field Beans,Not Specified,6.65,3358.37,"Procurement need for good quality Field Beans, open to multiple sellers.",2026-06-01,2026-06-28,Konkan,Raigad,Uran,Antrabamdakhar
D1688,B0980,Udid,Not Specified,32.48,7912.23,Looking to procure Udid for institutional buyers.,2026-08-21,2026-12-19,Konkan,Thane,Bhiwandi,Anjur
D1689,B4294,Field Beans,Not Specified,29.88,3722.03,Looking for fresh Field Beans for wholesale procurement.,2026-06-26,2026-07-12,Konkan,Raigad,Poladpur,Adavale Bk.
D1690,B2700,Cashew,Vengurla-7,22.06,19117.09,Sourcing Cashew for export-quality grading and packaging.,2026-07-13,2026-07-28,Konkan,Sindhudurg,Vengurla,Karli
D1691,B0459,Groundnut,Phule Unnati,24.35,8415.51,Seeking regular Groundnut supply from nearby farmers.,2026-07-31,2026-11-16,Western Maharashtra (Desh),Solapur,Karmala,Jeur
D1692,B2008,Rice,Karjat-3,25.93,5566.55,Sourcing Rice in bulk for our processing unit.,2026-07-15,2026-08-20,Konkan,Palghar,Vasai,Arnala
D1693,B1557,Areca Nut,Not Specified,34.63,56510.14,Seeking regular Areca Nut supply from nearby farmers.,2026-07-12,2026-07-25,Konkan,Sindhudurg,Kankavli,Bandargaon
D1694,B1702,Wheat,Tapovan (NIAW-917),37.01,2796.87,Looking for fresh Wheat for wholesale procurement.,2026-06-15,2026-09-29,Marathwada,Nanded,Ardhapur,Malegaon
D1695,B0599,Linseed,NL-97,32.25,6710.8,Bulk Linseed requirement for processing.,2026-07-14,2026-09-04,Vidarbha,Gadchiroli,Korchi,Kotgul
D1696,B3992,Chickoo,Cricket Ball,21.79,3975.66,Bulk Chickoo requirement for processing.,2026-08-04,2026-09-11,Konkan,Palghar,Palghar,Betegaon
D1697,B1596,Groundnut,Not Specified,49.77,8265.85,Looking for fresh Groundnut for wholesale procurement.,2026-06-05,2026-08-21,Vidarbha,Bhandara,Tumsar,Ashti
D1698,B2218,Cotton,Bt Cotton (Bollgard II hybrid),29.12,8902.63,Sourcing Cotton in bulk for our processing unit.,2026-08-24,2026-10-26,Marathwada,Dharashiv (Osmanabad),Osmanabad,Dhoki
D1699,B2165,Mango (Alphonso),Not Specified,12.34,13010.4,Inviting offers for Mango (Alphonso) from farmers in the region.,2026-07-09,2026-08-16,Konkan,Sindhudurg,Devgad,Jamsande
D1700,B0914,Chickoo,Not Specified,32.95,3050.39,Requirement raised for Chickoo to meet upcoming production schedule.,2026-08-20,2026-10-01,Konkan,Palghar,Jawhar,Kharonda
D1701,B3855,Groundnut,Phule Unnati,12.68,7105.41,Sourcing Groundnut in bulk for our processing unit.,2026-05-13,2026-08-02,Western Maharashtra (Desh),Pune,Baramati,Anjangaon
D1702,B2806,Soybean,Not Specified,42.19,5012.73,Bulk Soybean requirement for processing.,2026-08-08,2026-09-29,Vidarbha,Washim,Washim,Adoli
D1703,B2517,Groundnut,SB-11,58.34,7248.39,Looking to procure Groundnut for institutional buyers.,2026-06-12,2026-09-23,Vidarbha,Akola,Akot,Mundgaon
D1704,B1723,Coconut,Not Specified,9.23,3342.77,Buyer looking to purchase Coconut directly from farmers.,2026-08-10,2026-08-30,Konkan,Sindhudurg,Devgad,Shirgaon
D1705,B1288,Sugarcane,CoVSI 09292,558.51,517.92,Buyer looking to purchase Sugarcane directly from farmers.,2026-08-10,2026-10-08,Western Maharashtra (Desh),Ahilyanagar (Ahmednagar),Pathardi,Miri
D1706,B1874,Linseed,Not Specified,33.95,7660.55,Sourcing Linseed in bulk for our processing unit.,2026-06-22,2026-08-25,Vidarbha,Gadchiroli,Armori,Churmura
D1707,B2734,Cotton,Not Specified,60.97,8462.51,Sourcing Cotton in bulk for our processing unit.,2026-06-29,2026-09-12,Marathwada,Beed,Majalgaon,Hiwara Bk.
D1708,B3418,Chickoo,Kalipatti,5.65,2855.23,Looking to procure Chickoo for institutional buyers.,2026-08-12,2026-09-20,Konkan,Thane,Ambarnath,Ashele
D1709,B2247,Turmeric,Selam,9.13,15831.8,Sourcing Turmeric in bulk for our processing unit.,2026-06-11,2026-07-14,Western Maharashtra (Desh),Sangli,Khanapur,Ainwadi
D1710,B0194,Areca Nut,Sumangala,15.05,47259.64,"Procurement need for good quality Areca Nut, open to multiple sellers.",2026-08-11,2026-09-22,Konkan,Sindhudurg,Malwan,Waghavane
D1711,B3606,Sunflower,Not Specified,16.48,5836.47,Requirement raised for Sunflower to meet upcoming production schedule.,2026-08-04,2026-11-29,Vidarbha,Buldhana,Motala,Dhamangaon Badhe
D1712,B3850,Tur,Not Specified,69.19,8211.06,Buyer looking to purchase Tur directly from farmers.,2026-07-31,2026-11-23,Vidarbha,Yavatmal,Ghatanji,Anji
D1713,B3990,Turmeric,Selam,19.71,9746.89,Looking for fresh Turmeric for wholesale procurement.,2026-07-26,2026-08-22,Western Maharashtra (Desh),Sangli,Walwa,Bagani
D1714,B4407,Linseed,Parbhani Alsi,13.56,5857.09,Sourcing Linseed for export-quality grading and packaging.,2026-05-10,2026-09-05,Vidarbha,Gadchiroli,Gadchiroli,Navegaon
D1715,B3390,Coconut,Not Specified,32.64,4950.47,"Standing requirement for Coconut, quantity flexible based on quality.",2026-05-29,2026-06-13,Konkan,Sindhudurg,Kudal,Padave
D1716,B3591,Coconut,Pratap,22.32,5794.35,Sourcing Coconut for export-quality grading and packaging.,2026-05-02,2026-05-16,Konkan,Sindhudurg,Kankavli,Waingani
D1717,B2572,Sunflower,Not Specified,34.25,7504.36,Sourcing Sunflower for export-quality grading and packaging.,2026-08-19,2026-10-06,Vidarbha,Buldhana,Jalgaon Jamod,Asalgaon
D1718,B2632,Turmeric,Rajapuri,13.54,11156.9,Sourcing Turmeric for export-quality grading and packaging.,2026-06-06,2026-06-17,Western Maharashtra (Desh),Sangli,Khanapur,Alsund
D1719,B1150,Sugarcane,CoM 0265,279.9,574.19,Looking for fresh Sugarcane for wholesale procurement.,2026-08-15,2026-09-16,Western Maharashtra (Desh),Kolhapur,Kagal,Sangaon Kasaba
